Country,State/Providence/Region,City,Postal Code,Number of Registrations,
Israel,,Hogla,3888000,1,
Israel,,Jerusalem,9313520,1,
Israel,,Kafr Saba,4439039,1,
Israel,,Kfar Sava,4442529,1,
Israel,,Mazkeret Batya,7680400,1,
Israel,,Merom Golan,1243600,1,
Israel,,Mitzpe Ramon,8060000,1,
Israel,,Modi'in-Maccabim-Reut,7169385,1,
Israel,,Ness ziona,7420206,1,
Israel,,Or yehuda,6050207,1,
Israel,,Petach Tikvah,4927597,1,
Israel,,rakefet,2017500,1,
Israel,,Raman gan,52543,1,
Israel,,Ramat Gan,52433,1,
Israel,,Ramat gan,5253254,1,
Israel,,Tel Aviv,60000,1,
Israel,,Tel Aviv,6473313,5,
Israel,,Tel Aviv,6515374,1,
Israel,,Tzur Itzhak,4580800,1,
Israel,,YANUV,42825,1,
Israel,,Yavne,8122739,3,
Israel,Central District,Nes Tziyona,N/A,1,
Israel,Choose A State,Dimona,8613001,1,
Israel,HaMerkaz,Zofit,0044925,1,
Israel,Israel,Giv'at Zeev,9777401,1,
Israel,Israel,Modi'in-Maccabim-Re'ut,7175531,5,
Israel,Israel,Moshav Bet Zait,90815,2,
Israel,Israel,Ramat Gan,5224557,1,
Israel,Israel,Ramat Hasharon,4722568,1,
Israel,israel,Tel Aviv,6789489,1,
Israel,North,Haifa,3269424,1,
Israel,Not Required,Ramat Gan,5224146,1,
Israel,Petah Tikva,Segula Industrial Zone,4900617,1,
Israel,Tzafon,Acco,2461230,1,
Italy,,Milan,20144,1,
Italy,,NAPOLI,80126,1,
Italy,,Palermo,90142,1,
Italy,,Roma,00156,1,
Italy,,Roma,00172,1,
Italy,,Rome,00162,1,
Italy,,TREVIOLO,24048,1,
Italy,,"Vicenza, VI",36100,1,
Italy,AL,Castellazzo Bormida,15073,1,
Italy,"Albavilla, CO",Vill Albese,22031,1,
Italy,AO,Quart,11020,1,
Italy,Av,Savignano Irpino,83030,1,
Italy,"Basiglio, MI",Milano,20079,1,
Italy,Bergamo,Almè,24011,1,
Italy,Bergamo,Curno,24035,1,
Italy,Bergamo,TREVIGLIO,24047,1,
Italy,BL,Belluno,32100,1,
Italy,BOLOGNA,CASALECCHIO DI RENO,40033,1,
Italy,Bologna,Sant'Agata Bolognese,40019,1,
Italy,Brescia,Bedizzole,25081,1,
Italy,BS,Barbariga,25030,1,
Italy,BT,Trani,76125,1,
Italy,"Castelfranco Emilia, MO",Manzolino,41013,1,
Italy,Citta Metropolitana Di Milano,Milano,20129,1,
Italy,Citta Metropolitana Di Torino,Torino,10129,1,
Italy,Co,Albiolo,22070,1,
Italy,CS,Montalto Uffugo,87046,1,
Italy,CT,Catania,95127,1,
Italy,FE,Ferrara,44124,1,
Italy,FI,Firenze,50144,1,
Italy,Fi,Firenze,50145,1,
Italy,FI,San Godenzo,50060,1,
Italy,Frosinone,Ferentino,03013,1,
Italy,"Genova, GE",Voltri,16158,1,
Italy,GR,Grosseto,58100,1,
Italy,Italia Verbania Piemonte,Verbania,28922,1,
Italy,italia/napoli/campania,giugliano in campania,80014,1,
Italy,Italy,Arezzo,52100,1,
Italy,Italy,Crotone,88900,1,
Italy,italy,Imperia,18100,2,
Italy,Italy,Sant'Angelo Romano RM,00010,1,
Italy,Italy / Brescia / Lombardia,Brescia,25124,3,
Italy,Italy / Trapani / Sicily,Trapani,91100,1,
Italy,Italy/Cuneo/Piedmont,Cuneo,12051,1,
Italy,Italy/La Spezia,Ameglia,19031,1,
Italy,Italy/Perugia/Umbria,Spello,06038,1,
Italy,Italy/RG/Sicilia,Ragusa,97100,1,
Italy,Italy/Verona/Veneto,San Martino Buon Albergo,37036,1,
Italy,"Lana, BZ",Lana,39011,1,
Italy,LC,Galbiate,23851,1,
Italy,Lombardia,Milano,20154,1,
Italy,Lucca,Seravezza,55047,1,
Italy,MB,Bovisio Masciago,20813,1,
Italy,MC,Civitanova Marche,62012,1,
Italy,Messina,Messina,98166,1,
Italy,MI,Assago,20090,1,
Italy,MI,Cassina de Pecchi,20060,1,
Italy,Mi,Milano,20129,2,
Italy,MI,Milano,20132,1,
Italy,MI,Milano,20134,1,
Italy,MILANO,BINASCO,20082,1,
Italy,NO,Bellinzago novarese,28043,1,
Italy,PAVIA (PV),VELLEZZO BELLINI,27010,1,
Italy,PR,Parma,43126,1,
Italy,PUGLIA/BARI,BARI,70128,2,
Italy,RE,Reggio Emilia,42124,1,
Italy,Reggio Emilia,Albinea,42020,2,
Italy,"Reggio Emilia, RE",Villaggio Stranieri Bazzarola,42122,1,
Italy,RM,Roma,00154,1,
Italy,RM,Roma,00178,1,
Italy,RM,Roma,00195,1,
Italy,RM,Velletri,00049,1,
Italy,Roma,Monte Porzio Catone,00078,1,
Italy,SA,Nocera Inferiore,84014,3,
Italy,SV,Varazze,17019,1,
Italy,TE,Roseto Degli Abruzzi,64026,1,
Italy,TERAMO,PINETO,64025,2,
Italy,Tn,Folgaria,38064,1,
Italy,TN,Tesero,38038,1,
Italy,TO,Torino,10132,1,
Italy,TO,Torino,10143,1,
Italy,TO,Villarbasse,10090,1,
Italy,Trentino - Alto Adige,Cembra Lisignago,38034,1,
Italy,Trento,Riva del Garda,38066,1,
Italy,TV,San Vendemiano,31020,1,
Italy,VA,INDUNO OLONA,21056,1,
Italy,VA,Varese,21100,1,
Italy,Verona,Torri del Benaco,37010,2,
Italy,VI,Caldogno,36030,1,
Jamaica,New York,gloversville,12078,1,
Jamaica,St Andrew,Red Hills,N/A,1,
Japan,,GIFU,5008367,1,
Japan,,IKEDA,5630048,1,
Japan,,Ikoma,630-0248,1,
Japan,,"Itogun,Wakayama",6480101,1,
Japan,,kanagawaken,252-0326,1,
Japan,,koutoukukiba,135-0042,1,
Japan,,"Ota-ku, Tokyo-to",145-0074,1,
Japan,,Shimabara,8550843,1,
Japan,,Shinjuku ku Tokyo,N/A,1,
Japan,,Tokyo,1070061,1,
Japan,,Tokyo,108-0074,1,
Japan,,Tokyo,1240023,1,
Japan,,tokyo,1250042,2,
Japan,,Tokyo,1350023,1,
Japan,,TOKYO,154-0016,2,
Japan,,tokyo,N/A,1,
Japan,,Toyonaka-shi Osaka,N/A,1,
Japan,,Yokohama,2270065,1,
Japan,,Yokohama,2320821,1,
Japan,Aichi,Anjo,4460056,1,
Japan,Aichi,nagoya,457-0038,1,
Japan,Aichi,Nagoya Shi Minami Ku,4570007,1,
Japan,aichi,nagoya-city,454-0026,1,
Japan,Aichi,Seto-Shi,489-0045,1,
Japan,AICHI,TOYOKAWA TOYOTU,441-1222,1,
Japan,Aichi Perfecture,City Nagoya,4660812,1,
Japan,"Ampachi-Gun, Gifu",Godo-Cho,503-2323,1,
Japan,Armed Frcs Pacific,Camp Foster,96379,1,
Japan,"Ashigarakami-Gun, Kanagawa",Oi-Machi,258-0018,2,
Japan,Chiba,Funabashi,2730005,1,
Japan,Chiba,Funabashi-Shi,273-0865,1,
Japan,chiba,ichikawa,272-0021,1,
Japan,Chiba,Matsudo,2702225,1,
Japan,Chiba,Matsudo,2710077,1,
Japan,Chiba,Matsudo-Shi,270-2203,1,
Japan,Chiba,Sakura,285-0843,1,
Japan,Chiba,Urayasu,2790011,1,
Japan,Chiba,Urayasu,2790013,1,
Japan,Chiba,Yachiyo,2760042,1,
Japan,Chiba-ken,Abiko-shi,2701166,1,
Japan,"Chu-oku, Tokyo",Shinkawa,1040033,1,
Japan,Ehime,Niihama,7920032,1,
Japan,Fukui,echizen,9150804,1,
Japan,FUKUI,FUKUI,9100017,1,
Japan,FUKUI,SABAE,9160029,1,
Japan,Fukuoka,Fukuoka,8130017,1,
Japan,Fukuoka,"Higashi-ku, Fukuoka-shi,",8130023,1,
Japan,Fukuoka,Munakata-Shi,811-4165,1,
Japan,"Fukuoka, JPN",iizuka,8200067,2,
Japan,fukushima-ken,Koriyama-shi,963-8016,1,
Japan,GIFU,HASHIMA,501-6314,1,
Japan,Gifu,Hashima-Shi,501-6234,1,
Japan,Gifu,Hasimagun,5016011,1,
Japan,Gifu,Kani-Shi,509-0240,2,
Japan,Gifu-ken,Ampachi-gun,503-0204,1,
Japan,Gunma,Ota-Shi,373-0847,1,
Japan,"Hamamatsu-Shi, Shizuoka",Naka-Ku,432-8003,1,
Japan,"Hata-Gun, Kochi",Kuroshio-Cho,789-1911,1,
Japan,Higashikurume-shi shimosato,Tokyo,2030043,1,
Japan,HIROSHIMA,JINSEKI KOGEN,7831522,1,
Japan,Hiroshima-ken,"Saeki-ku,Hiroshima-shi",731-5141,1,
Japan,"Hiroshima-Shi, Hiroshima",Asaminami-Ku,731-0152,2,
Japan,Hokkaido,Hakodate,042-0915,1,
Japan,Hokkaido,Sapporo,001-0923,1,
Japan,Hokkaido,Sapporo,003-0021,2,
Japan,Hokkaido,Sapporo,060-0052,2,
Japan,Hokkaido,Sapporo-shi,065-0023,1,
Japan,hokkaido,"sapporo,toyohira-ku",0620921,1,
Japan,Hokkaido,Tomakomai-Shi,0530033,1,
Japan,Hokkaido JAPAN,"Sapporo-shi,",064-0809,1,
Japan,Hyogo,Ashiya,659-0091,1,
Japan,Hyogo,Himeji,6700084,1,
Japan,Hyogo,himeji,6700982,1,
Japan,HYOGO,"KOBE, NUSHI-KU",651-2242,1,
Japan,HYOGO,KOBECITY-HIGASHINADAKU,6580001,1,
Japan,Hyogo,Takarazuka-shi,665-0011,1,
Japan,Hyogo-Ken,Nishinomiya-City,6638172,1,
Japan,"Hyogo, Japan",Nishinomiya,6638024,1,
Japan,Hyougo ken,Nishinomiya shi,6691133,1,
Japan,Ibaraki,Ryugasaki-Shi,301-0001,1,
Japan,IBARAKI,TSUKUBA,3050817,1,
Japan,iwate,takizawa city,0200621,1,
Japan,japan,Fukuoka,8100041,2,
Japan,Japan,Tokyo,123-0873,1,
Japan,Japan,tokyo,1500013,1,
Japan,KAGAWA,NAKATADO-GUN,7640016,1,
Japan,Kagawa,Sanuki-Shi,769-2104,1,
Japan,Kagawa,Takamatsu,7618056,2,
Japan,Kanagawa,Chigasaki city,253-0053,1,
Japan,KANAGAWA,FUJISAWA,251-0032,1,
Japan,Kanagawa,Fujisawa,2510032,3,
Japan,Kanagawa,Fujisawa-Shi,251-0033,1,
Japan,Kanagawa,"Hakone-machi ashigarashimo-gun, Kanagawa",2500631,1,
Japan,Kanagawa,Hiratsuka,2591201,1,
Japan,KANAGAWA,KAMAKURA,2480027,2,
Japan,KANAGAWA,"Kawasaki-Shi,",212-0005,2,
Japan,KANAGAWA,KAWASAKISHI KAWASAKIKU,2100802,1,
Japan,KANAGAWA,"SAGAMIHARA-SHI, C HUO-KU",2520202,1,
Japan,Kanagawa,Yokohama,225-0014,2,
Japan,kanagawa,yokohama,2360043,1,
Japan,Kanagawa,"Yokohama ,Kanagawa-Ku",N/A,1,
Japan,kanagawa,yokohama aobaku,2250025,1,
Japan,kanagawa,yokohama city nishiku,2200022,1,
Japan,Kanagawa,Yokohama Isogo,2350041,1,
Japan,Kanagawa,Yokohama-shi,2260017,1,
Japan,KANAGAWA,YOKOHAMASHI AOBAKU,2250024,1,
Japan,Kanagawa,Yokosuka-Shi,238-0023,1,
Japan,kanagawa,zushi,249-0008,1,
Japan,Kanagawa Prefecture,Yokohama City Aoba Ward,227-0046,1,
Japan,Kanagawa-ken,Kamakura-shi,2480025,1,
Japan,Kanagawa-Ken,"Yokohama-Shi, Naka-Ku",2310833,1,
Japan,kanagawaken,fujisawashi-syonandai,2520804,1,
Japan,Kanagawaken,Kawasakishi Nakaharaku,211-0016,1,
Japan,KANAGAWAKEN,YOKOHAMASHITOTSUKAKU,2440815,1,
Japan,"Kobe-Shi, Hyogo",Hyogo-Ku,652-0061,1,
Japan,"Kobe-Shi, Hyogo",Kita-Ku,651-1223,1,
Japan,Kumamoto,Kumamoto  Kita,861-8084,1,
Japan,"Kunigami-Gun, Okinawa",Kin-Cho,904-1202,2,
Japan,Kyoto,Kyoto,607-8191,1,
Japan,Kyoto,kyoto city,6018318,1,
Japan,Kyoto,Kyoto City,6168313,1,
Japan,kyoto fu,ayabe shi,6230042,1,
Japan,minato-ku,tokyo,105-0003,1,
Japan,"Miura-Gun, Kanagawa",Hayama-Machi,240-0112,3,
Japan,Miyagi,Sendai,9813213,1,
Japan,Miyazaki,miyazaki shi sadowara cho shimotajima,8800211,1,
Japan,NAGASAKI,SASEBO-SHI,857-1174,1,
Japan,"Nagoya-Shi, Aichi",Higashi-Ku,461-0001,2,
Japan,"Nagoya-Shi, Aichi",Mizuho-Ku,467-0028,1,
Japan,"Nakagami-Gun, Okinawa",Chatan-Cho,904-0103,2,
Japan,"Nakagami-Gun, Okinawa",Chatan-Cho,904-0117,1,
Japan,Niigata,Sanjo-Shi,955-0851,1,
Japan,Oita,Bungotakada,879-0618,1,
Japan,OKINAWA,CHAYAN,904-0112,1,
Japan,Okinawa,Ginowan-Shi,901-2201,1,
Japan,Osaka,Daito-Shi,574-0034,1,
Japan,Osaka,Hannan,5990215,1,
Japan,OSAKA,HIGASHIOSAKA-SHI,577-0011,1,
Japan,OSAKA,HIRAKATA-CITY,5731175,1,
Japan,Osaka,Ibarakishi,5670041,1,
Japan,Osaka,Izumisano-Shi,598-0044,1,
Japan,osaka,minooshi,562-0011,1,
Japan,OSAKA,"Naniwa-ku, Osaka-Shi",5560025,1,
Japan,osaka,osaka,531-0072,1,
Japan,Osaka,Osaka,5440015,1,
Japan,Osaka,Sakai,591-8031,1,
Japan,osaka,sakaishi.sakaiku,5900012,1,
Japan,OSAKA,toyonaka,5610885,1,
Japan,OSAKA,YAOSHI,581-0069,1,
Japan,Osaka Japan,Minamikawachi,585-0005,1,
Japan,Osaka-Pref,Osaka-Si Abeno-ku,N/A,1,
Japan,"Osaka-Shi, Osaka",Miyakojima-Ku,534-0027,1,
Japan,"Osaka-Shi, Osaka",Naniwa-Ku,556-0016,1,
Japan,"Osaka-Shi, Osaka",Nishi-Ku,550-0015,1,
Japan,Prefecture,Koto-ku,135-0061,1,
Japan,Saitama,Kawaguchi,3330853,1,
Japan,Saitama,Kawaguchi-Shi,332-0017,1,
Japan,SAITAMA,KAZO,3470011,1,
Japan,saitama,midorikusaitamacity,3360932,1,
Japan,saitama,saitama city,3380001,1,
Japan,Saitama,Saitama-city,3310822,1,
Japan,saitama,sugito-machi,3450034,1,
Japan,Saitama,Tokorozawashi,3591151,1,
Japan,Saitama,Warabi city,335-0005,1,
Japan,saitama,yashio,340-0826,1,
Japan,SAITAMA PUREFECTURE,HIGASHIMATSUYAMA CITY,3550062,1,
Japan,saitama-ken,"saitama-shi,minami-ku,shikatebukuro",336-0031,1,
Japan,saitama-ken,tokorozawa-shi,3590042,2,
Japan,saitamaken/sakuraku,saitamashi,338-0832,1,
Japan,setagaya,tokyo,1540011,1,
Japan,Shiga,Otsu-Shi,520-0025,1,
Japan,Shizuoka,Fujinomiya-Shi,418-0048,1,
Japan,Shizuoka,Gotemba-Shi,412-0043,1,
Japan,Shizuoka,Hamamatsu,4328002,2,
Japan,Shizuoka,Hamamatu Higashiku,435-0016,1,
Japan,Shizuoka,Kasaicho,431-3107,1,
Japan,shizuoka,kawazu kamogun,4130506,2,
Japan,Shizuoka-ken Shizuoka-shi Suruga-ku,Yahata,422-8076,1,
Japan,"Shizuoka-Shi, Shizuoka",Shimizu-Ku,424-0873,1,
Japan,tiba,kashiwa,2770042,1,
Japan,TOKYO,Adachi-ku,1230851,1,
Japan,Tokyo,Arakawa-ku,116-0012,1,
Japan,Tokyo,Bunkyo,113-0034,1,
Japan,Tokyo,Bunkyo-ku,113-0033,1,
Japan,Tokyo,Bunkyo-ku,1130033,1,
Japan,tokyo,Chuo,1030004,2,
Japan,TOKYO,Chuo-ku,104-0043,1,
Japan,Tokyo,Chuo-Ku,104-0054,1,
Japan,tokyo,cyofu city,1820022,1,
Japan,Tokyo,Edogawa-ku,132-0025,2,
Japan,Tokyo,Edogawa-Ku,134-0086,6,
Japan,Tokyo,Itabashi,1750092,1,
Japan,Tokyo,Itabashi-Ku,1730004,1,
Japan,Tokyo,Katsushika,125-0051,1,
Japan,Tokyo,Katsushika-KU,125-0062,1,
Japan,TOKYO,KOTO,1350061,3,
Japan,Tokyo,Koto Ward,135-0062,2,
Japan,Tokyo,Koto-ku,1350061,3,
Japan,Tokyo,Machida,1940001,1,
Japan,Tokyo,Machida,1940203,1,
Japan,Tokyo,Machida-Shi,194-0001,1,
Japan,Tokyo,Machidashi,1940215,1,
Japan,Tokyo,Meguro-Ku,152-0033,1,
Japan,Tokyo,Minato-Ku,106-0041,1,
Japan,Tokyo,Minato-ku,1060031,1,
Japan,Tokyo,Minato-ku,107-0062,1,
Japan,Tokyo,Minato-ku,1080071,1,
Japan,tokyo,minatocity,108-0072,1,
Japan,Tokyo,Minatoku,1050022,1,
Japan,TOKYO,MINATOKU,1070052,1,
Japan,Tokyo,Mitaka-Shi,181-0015,1,
Japan,Tokyo,Nakano,1640013,1,
Japan,TOKYO,NIBANCHO CHIYODAKU,1020083,1,
Japan,Tokyo,Ota,145-0062,1,
Japan,Tokyo,Setagaya-Ku,154-0011,1,
Japan,Tokyo,Setagaya-Ku,154-0012,1,
Japan,Tokyo,Setagaya-Ku,154-0016,1,
Japan,Tokyo,Setagaya-ku,156-0045,1,
Japan,Tokyo,Setagaya-ku,1560044,2,
Japan,Tokyo,Setagayaku,1540002,1,
Japan,Tokyo,Setagayaku,1550033,1,
Japan,Tokyo,Shibuya,150-0001,1,
Japan,Tokyo,Shibuya,151-0063,1,
Japan,Tokyo,Shibuya,1510071,1,
Japan,Tokyo,Shibuya-Ku,150-0021,1,
Japan,Tokyo,Shibuya-Ku,151-0051,5,
Japan,Tokyo,Shibuya-ku,151-0053,1,
Japan,Tokyo,Shibuya-Ku,151-0064,1,
Japan,Tokyo,Shinagawa,1400014,1,
Japan,tokyo,shinagawa-ku,1410022,1,
Japan,Tokyo,Shinagawa-ku,1410032,1,
Japan,Tokyo,Shinagawa-Ku,142-0054,1,
Japan,TOKYO,SHINJUKU,160-0023,1,
Japan,Tokyo,SHinjyuku City,1600022,1,
Japan,Tokyo,Suginami-ku,168-0064,1,
Japan,Tokyo,Suginami-Ku,168-0073,1,
Japan,Tokyo,Tokyo,1430016,1,
Japan,Tokyo,Tokyo,158-0095,1,
Japan,Tokyo,Tokyo,1790073,1,
Japan,Tokyo,Toshima-ku,1710052,1,
Japan,Tokyo-to,Bunkyo-city,112-0002,1,
Japan,Toshimaku,Tokyo,1710033,1,
Japan,toukyo,koutouku,135-0032,1,
Japan,TUDUKI YOKOHAMA KANAGAWA,KUZUGAYA,224-0062,1,
Japan,Wakayama,Tanabe,6460013,2,
Japan,Yachiyo,Yachiyodai nishi,2760034,1,
Japan,yamaguchi,kudamatsu,7440011,1,
Japan,"Yokohama-Shi, Kanagawa",Aoba-Ku,227-0067,1,
Japan,"Yokohama, Kanagawa",Aoba-ku,225-0054,1,
Kazakhstan,,Almaty,N/A,1,
Kazakhstan,,"Almaty City, Almati",050046,1,
Kazakhstan,,"Almaty, Almaty",N/A,1,
Kazakhstan,,NUR Sultan,010000,1,
Kazakhstan,"Almaty City, Almati",Medeuskiy Rayon,050000,1,
Kosovo,Prishtina,Prishtina,10000,1,
Kuwait,,Alkuwait,N/A,1,
Kuwait,Capital Governorate,Jaber Alahmed,N/A,1,
Kuwait,Kuwait City,Jabriyah,46300,1,
Kuwait,Street117 house no 29,Alahmadi,N/A,1,
Kyrgyzstan,Bishkek,Bishkek,720025,1,
Latvia,,Marupe,LV-2167,1,
Latvia,,Marupe,LV2167,1,
Latvia,,Stopinu Novads,LV-2130,1,
Latvia,,Ventspils,3602,1,
Latvia,Latvia,Ventspils,LV-3602,1,
Latvia,Lv,Jurmala,2015,1,
Liechtenstein,,Schaan,9494,2,
Liechtenstein,,Triesenberg,9497,1,
Lithuania,,Vilnius,10240,1,
Luxembourg,,Luxembourg,L-2730,1,
Malaysia,,Kuala Lumpur,53200,1,
Malaysia,JOHOR,SKUDAI,81300,1,
Malaysia,Kedah,Alor setar,06450,1,
Malaysia,Kuala Lum. Wila. Per. Kuala Lum.,Alam Sutera,57000,1,
Malaysia,SABAH,KOTA  KINABALU,88450,1,
Malaysia,Selangor,Klang,41200,1,
Malaysia,Selangor,Petaling Jaya,52200,1,
Malaysia,Shah Alam,Seksyen 23,40300,1,
Malta,,Is-Swieqi,SWQ,1,
Malta,Malta,Sliema,N/A,1,
Malta,Malta,Swieqi,SWQ 3500,1,
Martinique,,Saint-Joseph,97212,2,
Mauritius,RIVIERE DU REMPART,PORT LOUIS,30711,1,
Mexico,,GUA,36014,1,
Mexico,,Leon,37295,1,
Mexico,,Mexico,06600,1,
Mexico,,Mexico City,06030,1,
Mexico,AB,Ciudad de Mexico,05348,1,
Mexico,Álvaro Obregón,CDMX,01780,2,
Mexico,Apizaco.,"Apizaco, Tlax.",90356,1,
Mexico,Baja California,Rosarito,22710,1,
Mexico,Baja California,Tijuana,10630,1,
Mexico,Baja California,Tijuana,22664,1,
Mexico,BAJA CALIFORNIA NORTE,TIJUANA,22245,2,
Mexico,BAJA CALIFORNIA SUR,CABO SAN LUCAS,23474,1,
Mexico,"Benito Juárez, Quintana Roo","San José Bonampack, Cancún",77533,1,
Mexico,"Cabo San Lucas, Bcs",Brisas,23473,1,
Mexico,"Cancun, Qroo",Zona Comercial Zona Hotelera,77500,1,
Mexico,Cdmx,Benito Juárez,03020,1,
Mexico,CDMX,Ciudad de México,05129,1,
Mexico,CDMX,Iztapalapa,09860,1,
Mexico,CDMX,MÉXICO,15800,1,
Mexico,CDMX,Mexico City,03100,1,
Mexico,Cdmx,Mexico city,06470,2,
Mexico,CDMX,Mexico city DF,11560,1,
Mexico,CDMX,San Jose Insurgentes,03900,1,
Mexico,CDMX /Portales Sur/ Benito Juarez,Mexico City,03300,1,
Mexico,"Cdmx, CDMX",Col Puerto La Paz,N/A,1,
Mexico,CHIH,Chihuahua,31216,1,
Mexico,CHIH,Sahuaros,31137,1,
Mexico,Chihuahua,Ciudad Juarez,32546,1,
Mexico,Chihuahua,Cuauhtemoc,31605,1,
Mexico,"Chihuahua, CHIH",Uhab Cuauhtemoc,31020,3,
Mexico,"Ciudad Adolfo Lopez Mateos, Mex",Fracc Rancho San Juan,52938,1,
Mexico,"Ciudad Adolfo Lopez Mateos, Mex","Mz5, Real Esmeralda",52930,171,
Mexico,Ciudad de México,Benito Juárez,03330,1,
Mexico,ciudad de mexico,ciudad de mexico,01490,1,
Mexico,Ciudad de Mexico,Ciudad de Mexico,01710,3,
Mexico,ciudad de mexico,CIUDAD DE MEXICO,11870,1,
Mexico,Ciudad de México,México,03103,1,
Mexico,Ciudad de México,Zapotitla,13310,1,
Mexico,"Ciudad De Mexico, Cdmx",Col Chimalistac,01070,1,
Mexico,"Ciudad De Mexico, Cdmx",Col Condesa,06140,1,
Mexico,"Ciudad De Mexico, CDMX",Col Juarez,06600,1,
Mexico,"Ciudad De Mexico, Cdmx",Col Lomas De Las Aguilas,01730,1,
Mexico,"Ciudad De Mexico, Cdmx",Col Moderna,03510,1,
Mexico,"Ciudad De Mexico, Cdmx",Col Paseos De Taxquena,04250,1,
Mexico,"Ciudad De Mexico, CDMX",Col Presidentes,01290,1,
Mexico,"Ciudad De Mexico, Cdmx",Hipodromo Condesa,06170,1,
Mexico,"Ciudad De Mexico, Cdmx",Polanco Chapultepec,11560,1,
Mexico,"Ciudad De Mexico, Cdmx",San Miguel Chapultepec,11850,2,
Mexico,Ciudad de Mexico/Xochimilco,Ciudad de Mexico,16034,1,
Mexico,Coah,Fraccionamiento Loma Real,27073,1,
Mexico,Coahuila,Saltillo,25270,2,
Mexico,COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,26040,1,
Mexico,"Cuautitlan Izcalli, Mex",Fracc Campestre Del Lago,54766,1,
Mexico,D.F.,mexico df,11700,1,
Mexico,DF,Ciudad de México,88100,1,
Mexico,DF,Mexico,04260,2,
Mexico,Ecatepec,Mexico,55248,1,
Mexico,"Ensenada, Bc",Col Granados,22840,1,
Mexico,Estado de México,Atizapan de Zaragoza,52966,1,
Mexico,Estado de México,Cuautitlán Izcalli,54720,1,
Mexico,Estado de México,Melchor Ocampo,54890,1,
Mexico,Estado de México,Tlalnepantla de Baz,54040,1,
Mexico,Estado de Mexico,Tonatico,51950,1,
Mexico,"Guadalajara, Jal",Col Americana,44160,1,
Mexico,"Guadalajara, JAL",Fracc Jardines Alcalde,44298,3,
Mexico,Guanajuato,Leon,37217,1,
Mexico,Guanajuato,Leon,37419,1,
Mexico,Guanajuato,Leon,37530,1,
Mexico,Guerrero,Acapulco,39850,1,
Mexico,"Hermosillo, Son",Fracc Arboledas,83296,1,
Mexico,Hidalgo,Pachuca,42082,1,
Mexico,hidalgo,pachuca,42185,1,
Mexico,HUIXQUILUCAN,MEXICO,52779,2,
Mexico,Illinois,Morton,61550,1,
Mexico,JAL,Fraccionamiento La Coladera,45640,1,
Mexico,JAL,Fraccionamiento Valle Imperial,45134,1,
Mexico,Jalisco,AUTLAN,48900,1,
Mexico,Jalisco,Guadalajara,44630,1,
Mexico,Jalisco,Guadalajara,44870,1,
Mexico,Jalisco,Zapopan,45157,1,
Mexico,"Matamoros, Tamaulipas",Villa Del Mar,87410,1,
Mexico,MEX,Fracc Hacienda De Las Palmas,52763,1,
Mexico,MEX,Fracc Parques De La Herradura,52786,1,
Mexico,"Mexicali, BC",Fracc Villafontana,21180,1,
Mexico,Mexico,Atizapan de Zaragoza,52929,1,
Mexico,MEXICO,CDMX,06170,1,
Mexico,Mexico,Ciudad de Mexico,01330,1,
Mexico,Mexico,Huixquilucan,52763,1,
Mexico,México,Metepec,52140,2,
Mexico,Mexico,Mexico,01000,1,
Mexico,Mexico,Mexico,53100,1,
Mexico,Mexico,Mexico City,11800,2,
Mexico,Mexico City,Alvaro Obregon,01759,1,
Mexico,MEXICO CITY,CAROLA,01180,1,
Mexico,Mexico City,Mexico City,01780,1,
Mexico,Mexico City,Mexico City,06600,1,
Mexico,México City,México city,06860,1,
Mexico,Miguel Hidalgo,Mexico,11800,1,
Mexico,"Monterrey, Nl",Col Villa Sol,64949,1,
Mexico,"Monterrey, Nl",Res Centrika 1 Sector 1a. Etapa,64520,1,
Mexico,"Morelia, Mich",Bosques Tres Marias,58200,1,
Mexico,"Morelia, MICH",Pbo Santa Maria De Guido,58090,1,
Mexico,Morelos,Cuernavaca,62020,1,
Mexico,NL,Privadas La Huasteca,66354,1,
Mexico,"Nogales, Son",Fracc Las Praderas,84064,1,
Mexico,Nuevo Leon,Guadalupe,67173,1,
Mexico,Nuevo Leon,Monterrey,64104,1,
Mexico,Nuevo León,Monterrey,64630,1,
Mexico,Nuevo Leon,San Pedro Garza Garcia,66233,1,
Mexico,Nuevo Leon,San Pedro Garza Garcia,66290,1,
Mexico,Nuevo León,Santa Catarina,66357,1,
Mexico,Puebla,Puebla,72580,1,
Mexico,Puebla,Tehuacan,75710,1,
Mexico,"Puebla, PUE",Col Rincon Del Bosque,72290,1,
Mexico,Querétaro,Corregidora,76910,1,
Mexico,Queretaro,QUERETARO,76230,1,
Mexico,Queretaro,queretaro,76246,1,
Mexico,Queretaro Mexico,Queretaro,76000,1,
Mexico,Quintana Roo,Cancun,77500,1,
Mexico,Quintana Roo,Cancun,77506,1,
Mexico,Quintana Roo,Cancun,77536,2,
Mexico,Quintana Roo,Cancun,77560,1,
Mexico,QUINTANA Roo,Playa del Carmen,77714,1,
Mexico,Quintana Roo,Playa del Carmen,77727,1,
Mexico,"Saltillo, Coah",Valle Las Palmas Residencial,25210,1,
Mexico,"San Luis Potosi, San Luis Potosi",Fracc Los Lagos,78397,1,
Mexico,"San Pedro Garza Garcia, NL",Col Hacienda San Agustin,66276,1,
